resultado_id,simulado_id,aluno_id,ano,status_realizacao,nota,acertos,tempo_finalizacao_min,inicio_simulado,dispositivo,tentativas,unidade_aplicacao
R00008974,S20230070,A00091,2023,Finalizado,59.2,11,336,2023-10-08 09:30,Tablet,,Sul
R00008975,S20230070,A00414,2023,Finalizado,50.6,10,194,2023-11-16 15:30,Desktop,1,Aldeota
R00008976,S20230070,A00631,2023,Finalizado,60.6,12,227,2023-06-15 09:15,Papel,3,Aldeota
R00008977,S20230070,A00510,2023,Finalizado,90.1,18,94,2023-11-24 18:30,Papel,2,
R00008978,S20230070,A00102,2023,Finalizado,84.4,16,147,2023-06-13 17:15,desktop,,Aldeota
R00008979,S20230070,A00625,2023,Finalizado,70.5,14,230,2023-11-14 19:15,Desktop,1,Sul
R00008980,S20230070,A00716,2023,Finalizado,54.1,8,111,2023-04-05 16:15,Papel,1,online
R00008981,S20230070,A00404,2023,Finalizado,58.7,10,140,06-26-2023 10:00,Celular,3,
R00008982,S20230070,A00522,2023,Finalizado,45.4,9,227,2023-11-13 15:00,Papel,2,Aldeota
R00008983,S20230070,A00553,2023,Finalizado,57.0,10,277,2023-10-22 10:15,desktop,1,Online
R00008984,S20230070,A00422,2023,Finalizado,57.4,12,187,2023-06-28 09:30,Papel,2,Online
R00008985,S20230070,A00222,2023,Finalizado,93.0,20,160,2023-07-13 14:15,Papel,1,Sul
R00008986,S20230070,A00310,2023,Finalizado,44.7,8,216,2023-11-09 12:45,Papel,,
R00008987,S20230070,A00377,2023,Finalizado,72.0,17,174,2023-11-16 13:15,,2,Online
R00008988,S20230070,A00064,2023,finalizado,43.5,9,219,2023-08-01 19:45,Celular,3,Aldeota
R00008989,S20230070,A00125,2023,Finalizado,64.2,12,126,2023-11-20 13:30,Celular,2,Centro
R00008990,S20230070,A00729,2023,Finalizado,82.7,20,158,2023-11-24 16:45,desktop,1,Sul
R00008991,S20230070,A00525,2023,Finalizado,94.6,15,164,2023-07-27 13:30,Desktop,1,online
R00008992,S20230070,A00210,2023,Finalizado,65.2,11,236,2023-08-23 08:30,Tablet,1,Online
R00008993,S20230070,A00097,2023,finalizado,70.0,13,211,2023-11-12 10:30,Papel,1,
R00008994,S20230070,A00304,2023,Finalizado,42.0,7,225,2023-04-07 15:30,desktop,1,
R00008995,S20230070,A00604,2023,Finalizado,74.5,14,202,2023-11-23 15:15,,1,Online
R00008996,S20230070,A00106,2023,Finalizado,73.7,18,175,2023-08-18 19:15,,3,Online
R00008997,S20230070,A00101,2023,Finalizado,92.5,19,222,2023-11-20 19:00,desktop,,Aldeota
R00008998,S20230070,A00571,2023,Finalizado,56.5,11,158,03/11/2023 12:15,,1,Online
R00008999,S20230070,A00121,2023,Finalizado,89.6,19,292,2023-11-09 19:45,Papel,,Sul
R00009000,S20230070,A00544,2023,Finalizado,68.3,18,147,2023-05-17,Tablet,2,Sul
R00009001,S20230071,A00069,2023,Finalizado,74.8,70,114,2023-10-18 16:45,Papel,2,Online
R00009002,S20230071,A00671,2023,Finalizado,62.5,55,126,2023-07-01 16:15,Desktop,1,
R00009003,S20230071,A00630,2023,Finalizado,81.3,72,117,2023-05-09 17:00,desktop,2,Aldeota
R00009004,S20230071,A00495,2023,Finalizado,70.0,60,87,2023-05-27 13:45,Desktop,,Aldeota
R00009005,S20230071,A00433,2023,Finalizado,72.2,68,123,2023-09-20 16:45,Papel,1,Centro
R00009006,S20230071,A00756,2023,Finalizado,54.0,44,163,2023-11-24 17:15,Celular,2,Sul
R00009007,S20230071,A00188,2023,Finalizado,65.5,60,95,2023-05-21 08:30,Papel,2,Aldeota
R00009008,S20230071,A00575,2023,Finalizado,57.6,55,77,2023-11-14 11:00,Desktop,1,Aldeota
R00009009,S20230071,A00509,2023,Finalizado,44.3,39,146,2023-05-23 13:30,Celular,3,
R00009010,S20230071,A00001,2023,Incompleto,69.3,62,152,2023-04-09 17:30,Tablet,1,online
R00009011,S20230071,A00154,2023,Finalizado,87.1,83,68,2023-10-06 16:45,Tablet,1,Aldeota
R00009012,S20230071,A00240,2023,Finalizado,77.8,71,130,2023-10-06 13:15,Desktop,1,online
R00009013,S20230071,A00398,2023,Ausente,,,,2023-07-09 08:00,desktop,1,Aldeota
R00009014,S20230071,A00185,2023,Finalizado,54.3,48,134,2023-05-07 14:45,Papel,1,
R00009015,S20230071,A00408,2023,Finalizado,65.2,59,123,2023-09-18 08:15,desktop,2,Centro
R00009016,S20230071,A00350,2023,Finalizado,70.9,62,126,2023-11-22 08:45,,,Sul
R00009017,S20230071,A00601,2023,Finalizado,93.7,86,129,07/10/2023 15:15,desktop,1,Centro
R00009018,S20230071,A00095,2023,Finalizado,82.2,71,121,2023-08-19 14:45,desktop,1,Online
R00009019,S20230071,A00250,2023,Finalizado,69.7,63,191,2023-10-04 12:15,Desktop,3,
R00009020,S20230071,A00106,2023,Finalizado,69.0,64,130,2023-10-25,Celular,,online
R00009021,S20230071,A00303,2023,Finalizado,91.0,79,159,2023-06-25 17:30,Celular,,online
R00009022,S20230071,A00245,2023,Finalizado,73.5,68,67,2023-07-09 12:45,Papel,3,Aldeota
R00009023,S20230071,A00422,2023,finalizado,59.5,53,127,2023-11-13 08:15,desktop,1,online
R00009024,S20230071,A00462,2023,Finalizado,73.6,66,154,2023-05-20 12:00,desktop,1,Centro
R00009025,S20230071,A00175,2023,Finalizado,40.8,39,111,2023-10-18,Tablet,3,Centro
R00009026,S20230071,A00006,2023,Ausente,,,,2023-11-03 17:45,Tablet,,Sul
R00009027,S20230071,A00737,2023,Finalizado,24.5,22,139,2023-05-07 16:45,Tablet,1,Aldeota
R00009028,S20230071,A00207,2023,Finalizado,47.4,43,103,2023-09-15 12:00,Tablet,1,online
R00009029,S20230071,A00558,2023,Finalizado,43.2,36,169,2023-04-15,Papel,1,
R00009030,S20230071,A00712,2023,Finalizado,41.3,39,93,2023-10-06,Celular,1,Sul
R00009031,S20230071,A00405,2023,Finalizado,57.8,47,108,2023-10-20 12:00,Desktop,,online
R00009032,S20230071,A00624,2023,Finalizado,64.8,58,52,2023-04-25 13:00,Papel,,
R00009033,S20230071,A00386,2023,Finalizado,83.2,76,109,2023-05-09 17:15,desktop,,
R00009034,S20230071,A00224,2023,Finalizado,50.4,47,187,2023-09-03 09:15,Papel,1,Online
R00009035,S20230071,A00716,2023,Finalizado,43.9,38,144,2023-09-14 08:45,,2,Aldeota
R00009036,S20230071,A00041,2023,Finalizado,63.4,56,176,2023-04-01 19:30,Celular,,Online
R00009037,S20230071,A00790,2023,Finalizado,66.2,60,55,2023-06-04 14:15,Papel,1,
R00009038,S20230071,A00675,2023,,87.1,78,140,2023-07-27 17:00,,1,
R00009039,S20230071,A00646,2023,Finalizado,56.5,53,107,2023-10-01 18:00,,3,Sul
R00009040,S20230071,A00208,2023,Finalizado,52.8,46,109,2023-06-28 10:00,,,Sul
R00009041,S20230071,A00404,2023,Finalizado,65.5,62,148,2023-06-13,Desktop,1,Aldeota
R00009042,S20230071,A00769,2023,Finalizado,72.5,66,152,2023-05-13 14:00,Celular,1,Sul
R00009043,S20230071,A00293,2023,Finalizado,56.4,52,121,2023-10-03 15:45,Tablet,3,Online
R00009044,S20230071,A00156,2023,Finalizado,66.6,60,135,2023-09-01 09:45,,1,online
R00009045,S20230071,A00114,2023,Finalizado,87.2,77,157,2023-08-07 11:30,Papel,2,Centro
R00009046,S20230071,A00677,2023,Finalizado,87.7,78,72,15/11/2023 12:30,Tablet,2,Online
R00009047,S20230071,A00298,2023,Finalizado,34.4,30,143,2023-08-19 09:15,Celular,3,Sul
R00009048,S20230071,A00453,2023,Finalizado,47.3,41,122,2023-09-22 16:00,Desktop,1,
R00009049,S20230071,A00400,2023,Finalizado,44.7,38,112,2023-09-04 18:45,Desktop,1,online
R00009050,S20230071,A00182,2023,Ausente,,,,2023-09-20 15:00,desktop,1,Centro
R00009051,S20230071,A00388,2023,Ausente,,,,2023-10-22 14:15,Papel,1,Online
R00009052,S20230071,A00225,2023,Finalizado,68.4,62,162,2023-06-14 12:45,Tablet,1,Aldeota
R00009053,S20230071,A00129,2023,Finalizado,66.8,61,138,2023-10-03 19:45,Papel,3,Aldeota
R00009054,S20230071,A00344,2023,Ausente,,,,2023-08-24 12:00,Celular,3,Aldeota
R00009055,S20230071,A00226,2023,Incompleto,53.5,47,119,2023-07-07 13:00,,1,
R00009056,S20230071,A00038,2023,Finalizado,59.4,57,145,2023-09-05 16:00,Tablet,2,Centro
R00009057,S20230071,A00659,2023,Finalizado,57.8,53,135,2023-11-07 16:15,,,online
R00009058,S20230071,A00642,2023,Finalizado,54.1,53,161,2023-06-09 13:00,Celular,1,Online
R00009059,S20230071,A00272,2023,Finalizado,31.6,32,152,2023-07-17 13:00,,,Aldeota
R00009060,S20230071,A00442,2023,Finalizado,78.6,72,128,2023-04-15 13:45,Papel,3,
R00009061,S20230071,A00654,2023,Finalizado,75.0,66,172,2023-06-20,,3,Centro
R00009062,S20230071,A00772,2023,Finalizado,52.4,42,103,2023-08-09 11:30,Tablet,1,Online
R00009063,S20230071,A00415,2023,Finalizado,65.1,55,143,2023-06-13 08:00,Tablet,1,Online
R00009064,S20230071,A00555,2023,Finalizado,49.2,41,146,2023-08-11 14:00,Desktop,1,online
R00009065,S20230071,A00627,2023,Finalizado,61.5,58,131,2023-04-27 12:30,Tablet,3,Sul
R00009066,S20230071,A00039,2023,Finalizado,75.7,65,143,2023/11/15,Tablet,3,online
R00009067,S20230071,A00740,2023,Finalizado,66.9,61,156,2023-07-09 19:00,Celular,1,
R00009068,S20230071,A00023,2023,Finalizado,51.0,43,75,2023-05-11 16:00,Celular,2,Sul
R00009069,S20230071,A00022,2023,Finalizado,62.1,55,144,2023-07-13,Tablet,,Sul
R00009070,S20230071,A00236,2023,Ausente,,,,2023-08-22 19:15,Tablet,1,
R00009071,S20230071,A00470,2023,Finalizado,57.4,53,85,2023-07-03 09:15,Tablet,,Sul
R00009072,S20230071,A00623,2023,finalizado,42.3,38,81,2023-11-07 16:00,desktop,,Online
R00009073,S20230071,A00284,2023,finalizado,32.1,27,154,2023-07-17 16:30,Celular,2,Centro
R00009074,S20230071,A00119,2023,Incompleto,49.0,44,162,2023-10-02 14:30,Desktop,1,
R00009075,S20230071,A00691,2023,Ausente,,,,2023-08-20 12:15,Desktop,3,Aldeota
R00009076,S20230071,A00766,2023,Incompleto,52.4,47,177,2023-10-18 19:15,desktop,1,Sul
R00009077,S20230071,A00688,2023,Finalizado,48.3,40,108,2023-04-05 19:30,Celular,,
R00009078,S20230071,A00478,2023,Finalizado,68.8,64,72,2023-05-01 13:00,Celular,1,Aldeota
R00009079,S20230071,A00255,2023,Finalizado,49.0,46,159,2023-11-19 11:30,,,
R00009080,S20230071,A00606,2023,Ausente,,,,2023-11-11 08:00,,1,
R00009081,S20230071,A00631,2023,Finalizado,74.3,63,126,05-25-2023 08:15,desktop,1,Aldeota
R00009082,S20230071,A00197,2023,Finalizado,62.7,55,45,2023-10-07 10:45,Tablet,2,
R00009083,S20230071,A00362,2023,Finalizado,48.5,41,136,2023-09-10,desktop,2,Aldeota
R00009084,S20230071,A00034,2023,Ausente,,,,2023-05-22 12:30,Tablet,1,online
R00009085,S20230071,A00145,2023,Finalizado,85.3,79,183,2023-10-16 19:30,desktop,,Online
R00009086,S20230071,A00522,2023,Finalizado,37.6,38,136,2023-04-02 12:30,,1,online
R00009087,S20230071,A00311,2023,Ausente,,,,2023/08/28 17:45,Tablet,3,Sul
R00009088,S20230072,A00688,2023,Ausente,,,,2023-09-03 12:45,,2,Aldeota
R00009089,S20230072,A00675,2023,Finalizado,82.4,74,42,2023-11-20 12:15,Celular,1,
R00009090,S20230072,A00218,2023,Finalizado,61.0,55,52,2023-11-22 17:45,Celular,1,
R00009091,S20230072,A00249,2023,Finalizado,64.2,57,44,2023-08-16 11:30,Papel,,Sul
R00009092,S20230072,A00162,2023,Finalizado,55.0,49,47,2023-08-04 14:00,Tablet,1,Aldeota
R00009093,S20230072,A00041,2023,Incompleto,64.6,53,54,2023-08-03 14:15,desktop,3,Online
R00009094,S20230072,A00243,2023,Finalizado,41.0,36,37,2023-10-18 11:45,Papel,1,online
R00009095,S20230072,A00477,2023,Finalizado,82.4,71,38,11-24-2023,,2,Sul
R00009096,S20230072,A00398,2023,Finalizado,74.3,63,37,2023-10-26 16:00,desktop,1,online
R00009097,S20230072,A00575,2023,Finalizado,57.5,49,54,2023-09-20 08:00,desktop,,Centro
R00009098,S20230072,A00052,2023,Finalizado,37.1,31,33,2023-10-16 18:15,Celular,,Centro
R00009099,S20230072,A00344,2023,Finalizado,84.5,74,34,2023-10-02 14:30,Desktop,3,Sul
R00009100,S20230072,A00677,2023,Finalizado,56.1,51,53,2023-10-09 14:00,Celular,1,Online
R00009101,S20230072,A00386,2023,Finalizado,43.9,39,44,2023-11-15 18:45,Celular,,Centro
R00009102,S20230072,A00364,2023,Finalizado,79.3,72,47,2023-11-28 12:00,Celular,1,Aldeota
R00009103,S20230072,A00725,2023,Finalizado,47.3,42,56,2023-08-01 16:45,,,Centro
R00009104,S20230072,A00375,2023,Finalizado,53.6,50,30,2023-07-02 15:15,Papel,1,Online
R00009105,S20230072,A00395,2023,Finalizado,58.5,53,42,2023-10-25,Papel,2,Sul
R00009106,S20230072,A00293,2023,Finalizado,58.9,52,32,2023-06-14 15:45,Celular,,online
R00009107,S20230072,A00105,2023,Finalizado,32.0,28,38,2023-11-14 17:30,Celular,,Aldeota
R00009108,S20230072,A00625,2023,Finalizado,51.0,47,40,2023-04-03 12:15,Celular,3,Online
R00009109,S20230072,A00019,2023,finalizado,37.8,34,42,2023-07-09 13:30,Desktop,1,Aldeota
R00009110,S20230072,A00309,2023,Finalizado,82.3,77,43,2023-04-12 19:45,desktop,,online
R00009111,S20230072,A00535,2023,Finalizado,52.0,48,66,2023-10-08 18:30,Celular,,Centro
R00009112,S20230072,A00400,2023,Finalizado,57.3,52,39,2023-08-06 17:30,Tablet,3,Sul
R00009113,S20230072,A00770,2023,Finalizado,85.4,78,40,2023-10-12 13:30,Desktop,1,Sul
R00009114,S20230072,A00245,2023,Finalizado,54.2,54,44,2023-05-14 18:30,Desktop,1,
R00009115,S20230072,A00125,2023,Finalizado,92.6,79,35,2023-07-20 19:45,Papel,1,Aldeota
R00009116,S20230072,A00571,2023,,77.0,66,46,2023-07-28 11:15,Papel,1,online
R00009117,S20230072,A00490,2023,Incompleto,51.6,53,34,2023-08-10 11:45,,1,Centro
R00009118,S20230072,A00102,2023,Finalizado,52.6,46,46,2023-10-13 13:30,,2,
R00009119,S20230072,A00544,2023,Finalizado,72.1,62,40,2023-10-21 14:15,Celular,2,Sul
R00009120,S20230072,A00712,2023,Finalizado,78.5,71,52,2023-07-01 10:15,Papel,,online
R00009121,S20230072,A00624,2023,Finalizado,75.7,67,46,04-08-2023 16:30,Papel,1,Centro
R00009122,S20230072,A00615,2023,Finalizado,51.2,47,39,2023-06-17 18:45,desktop,1,
R00009123,S20230072,A00442,2023,finalizado,71.4,62,29,2023-11-04 12:00,Desktop,1,
R00009124,S20230072,A00316,2023,Finalizado,64.8,58,58,2023-05-24 09:30,Desktop,1,Sul
R00009125,S20230072,A00034,2023,Finalizado,18.3,17,51,2023-11-07 17:45,Desktop,,Sul
R00009126,S20230072,A00543,2023,Finalizado,58.4,52,40,2023-08-22 15:15,desktop,1,Aldeota
R00009127,S20230072,A00594,2023,Finalizado,54.8,52,36,2023-09-16 18:30,desktop,1,Sul
R00009128,S20230072,A00239,2023,Finalizado,65.2,59,34,25/05/2023,Papel,1,Online
R00009129,S20230072,A00509,2023,finalizado,82.2,69,26,28/07/2023 10:30,Tablet,1,Online
R00009130,S20230072,A00189,2023,Incompleto,69.7,61,53,2023-05-16 10:45,desktop,3,Aldeota
R00009131,S20230072,A00214,2023,Finalizado,27.8,24,33,2023-11-08 09:00,,,Sul
R00009132,S20230072,A00457,2023,Finalizado,30.4,26,60,2023-11-06 10:45,Tablet,1,online
R00009133,S20230072,A00590,2023,Ausente,,,,2023-05-12 16:45,Celular,2,Aldeota
R00009134,S20230072,A00006,2023,Finalizado,71.7,66,56,04-03-2023 13:15,,1,
R00009135,S20230072,A00478,2023,Finalizado,61.9,56,43,2023-08-26 10:15,Desktop,,Centro
R00009136,S20230072,A00553,2023,Finalizado,26.2,26,29,2023-11-03 19:15,Desktop,,Sul
R00009137,S20230072,A00156,2023,Finalizado,54.9,55,48,2023-08-26 11:00,,1,
R00009138,S20230072,A00240,2023,Finalizado,85.7,80,41,2023/09/13 10:45,Desktop,1,Aldeota
R00009139,S20230072,A00272,2023,Ausente,,,,2023-04-14 12:45,Tablet,2,Online
R00009140,S20230072,A00028,2023,Finalizado,61.1,55,23,2023-07-14 18:45,Papel,1,Sul
R00009141,S20230072,A00666,2023,Finalizado,81.6,79,67,2023-11-16 16:30,Tablet,1,online
R00009142,S20230072,A00201,2023,Finalizado,69.6,59,36,2023-04-13 18:15,desktop,1,Aldeota
R00009143,S20230072,A00332,2023,Finalizado,37.7,37,43,2023-04-05 14:15,Celular,2,Sul
R00009144,S20230072,A00510,2023,Finalizado,76.4,69,34,2023-09-21 08:15,,1,Sul
R00009145,S20230072,A00224,2023,Finalizado,10.3,5,48,2023-11-05 17:00,Celular,1,Online
R00009146,S20230072,A00226,2023,Finalizado,61.2,54,62,2023-06-14,Papel,,Centro
R00009147,S20230072,A00735,2023,Ausente,,,,06-23-2023,Desktop,1,Centro
R00009148,S20230072,A00523,2023,Finalizado,105,90,74,2023-08-16 13:15,,1,Sul
R00009149,S20230072,A00324,2023,Finalizado,57.5,52,36,2023-11-10 19:15,desktop,1,online
R00009150,S20230072,A00631,2023,Finalizado,56.5,52,59,2023-06-10 11:15,Papel,2,Online
R00009151,S20230072,A00279,2023,Finalizado,86.4,78,54,2023-07-22 18:45,Desktop,3,Online
R00009152,S20230072,A00121,2023,Finalizado,64.2,61,45,2023-06-22 13:30,desktop,3,Centro
R00009153,S20230072,A00232,2023,Finalizado,82.1,76,41,2023-05-16 18:00,Celular,1,Centro
R00009154,S20230072,A00377,2023,Finalizado,93.6,89,26,2023-10-10 08:30,Desktop,2,Online
R00009155,S20230072,A00766,2023,Finalizado,64.4,62,42,2023-11-11 10:15,Celular,3,Sul
R00009156,S20230072,A00175,2023,Finalizado,46.5,39,35,2023-06-25 10:00,,1,Online
R00009157,S20230072,A00358,2023,Finalizado,72.3,68,34,2023-11-02 08:15,Desktop,3,Aldeota
R00009158,S20230072,A00322,2023,Finalizado,58.8,53,55,2023-09-07 14:15,Desktop,3,Online
R00009159,S20230072,A00565,2023,Finalizado,77.2,67,26,2023-05-05 11:00,Tablet,1,online
R00009160,S20230072,A00153,2023,Finalizado,38.6,40,40,2023-10-28 18:30,desktop,2,
R00009161,S20230072,A00001,2023,Ausente,,,,2023-08-04 17:15,desktop,,Online
R00009162,S20230072,A00142,2023,Finalizado,87.8,78,43,2023-05-10 15:00,Desktop,2,online
R00009163,S20230072,A00222,2023,Finalizado,68.7,63,36,2023/08/11 11:15,Tablet,1,
R00009164,S20230072,A00670,2023,Finalizado,42.2,35,36,2023-07-02 17:00,desktop,3,
R00009165,S20230072,A00326,2023,Finalizado,58.0,53,27,2023-11-16 12:00,Celular,1,Online
R00009166,S20230072,A00114,2023,Finalizado,45.7,40,49,2023-06-01 19:30,Celular,3,Sul
R00009167,S20230072,A00145,2023,Finalizado,63.1,53,39,2023-08-13 17:45,Desktop,3,Aldeota
R00009168,S20230072,A00561,2023,Finalizado,93.3,86,46,2023/05/22 09:00,Papel,1,
R00009169,S20230072,A00284,2023,Finalizado,50.2,42,28,2023-05-27 12:45,Papel,1,Centro
R00009170,S20230072,A00298,2023,Finalizado,47.4,45,49,2023-10-24 11:30,,,online
R00009171,S20230072,A00185,2023,Finalizado,82.4,72,46,2023-04-09 10:45,Tablet,1,Online
R00009172,S20230072,A00415,2023,finalizado,45.0,40,54,2023-10-03 16:45,Papel,1,Online
R00009173,S20230072,A00069,2023,Incompleto,31.0,29,41,2023-11-20 09:00,,1,Sul
R00009174,S20230072,A00604,2023,Finalizado,72.5,66,59,2023-10-01 15:00,Papel,2,Centro
R00009175,S20230072,A00608,2023,Finalizado,54.2,44,37,2023-10-22 10:45,Papel,3,online
R00009176,S20230072,A00492,2023,Finalizado,49.9,43,38,2023-08-27 17:15,Celular,1,online
R00009177,S20230072,A00106,2023,Finalizado,67.6,62,23,2023-07-14 17:45,Papel,1,Aldeota
R00009178,S20230072,A00659,2023,Finalizado,53.8,46,59,2023-07-01 15:15,Papel,3,Sul
R00009179,S20230072,A00319,2023,Finalizado,67.9,66,36,2023-05-10,Papel,1,Sul
R00009180,S20230072,A00120,2023,Finalizado,76.3,66,67,2023-11-24 19:45,,2,Centro
R00009181,S20230072,A00022,2023,Finalizado,61.9,54,49,2023-06-10 10:15,Papel,1,Centro
R00009182,S20230072,A00251,2023,Finalizado,68.1,61,33,2023-10-12 11:00,desktop,1,Online
R00009183,S20230072,A00690,2023,Finalizado,81.0,73,57,2023-11-12 10:45,,1,Sul
R00009184,S20230072,A00654,2023,finalizado,53.5,49,41,2023-10-06 15:45,desktop,,
R00009185,S20230072,A00060,2023,Finalizado,57.2,52,48,2023-09-15 16:15,Celular,1,Sul
R00009186,S20230072,A00671,2023,Finalizado,37.1,33,26,2023-05-25 09:30,Desktop,2,online
R00009187,S20230072,A00039,2023,finalizado,24.7,22,38,2023-06-09 14:15,,2,
R00009188,S20230072,A00555,2023,Finalizado,51.1,46,49,2023-07-17,,3,Sul
R00009189,S20230072,A00088,2023,Ausente,,,,2023-04-25 09:15,Celular,1,Aldeota
R00009190,S20230072,A00066,2023,Finalizado,83.1,75,27,2023-06-13 12:00,Celular,2,Online
R00009191,S20230072,A00144,2023,Finalizado,63.9,58,44,2023-04-06 15:45,desktop,2,Aldeota
R00009192,S20230072,A00292,2023,Finalizado,42.5,40,36,2023-10-19 10:30,desktop,1,Centro
R00009193,S20230072,A00484,2023,Finalizado,77.6,71,48,2023-05-02,desktop,3,Sul
R00009194,S20230072,A00422,2023,Finalizado,62.4,55,44,2023-07-04 15:30,Papel,1,online
R00009195,S20230072,A00682,2023,Finalizado,43.4,39,54,2023-11-10 11:45,desktop,1,Online
R00009196,S20230072,A00453,2023,finalizado,35.1,30,58,2023-06-08 19:15,Tablet,1,online
R00009197,S20230072,A00726,2023,Finalizado,54.0,48,46,20/07/2023 09:15,desktop,2,Online
R00009198,S20230072,A00470,2023,Incompleto,85.5,80,49,2023-04-27 15:00,Papel,1,Centro
R00009199,S20230072,A00642,2023,Finalizado,76.9,68,37,2023-04-22,,1,Centro
R00009200,S20230072,A00311,2023,Finalizado,70.8,62,48,2023-10-03 10:00,Papel,1,
R00009201,S20230072,A00705,2023,Finalizado,11.5,12,54,2023-08-15 10:00,desktop,2,online
R00009202,S20230072,A00208,2023,Finalizado,54.9,47,37,07-05-2023 15:45,Tablet,2,Centro
R00009203,S20230072,A00795,2023,Ausente,,,,2023-09-05 19:15,Tablet,3,Aldeota
R00009204,S20230072,A00777,2023,Finalizado,95.0,86,54,2023-06-01 11:15,Desktop,3,
R00009205,S20230072,A00548,2023,Finalizado,49.4,41,58,2023/06/01 09:30,Desktop,3,
R00009206,S20230072,A00408,2023,Finalizado,82.3,75,18,11-20-2023 17:00,Tablet,1,Aldeota
R00009207,S20230072,A00769,2023,Finalizado,40.5,35,40,2023-04-02 17:15,desktop,3,Centro
R00009208,S20230072,A00036,2023,Finalizado,105,90,27,2023-08-21 09:15,Desktop,1,Aldeota
R00009209,S20230072,A00576,2023,Finalizado,63.3,57,35,2023-07-03 15:15,Desktop,,Aldeota
R00009210,S20230072,A00593,2023,Finalizado,68.0,59,35,2023-11-27 13:15,,1,Sul
R00009211,S20230072,A00729,2023,Incompleto,54.5,49,46,05-19-2023 12:00,Celular,1,Centro
R00009212,S20230072,A00031,2023,Finalizado,62.5,53,48,2023-05-11,Tablet,,online
R00009213,S20230072,A00126,2023,Finalizado,59.6,53,29,2023-11-05 09:30,,3,Aldeota
R00009214,S20230072,A00525,2023,Incompleto,70.7,62,42,2023-07-16 19:30,Papel,1,
R00009215,S20230072,A00177,2023,Finalizado,105,90,36,2023-04-18,Celular,2,
R00009216,S20230072,A00304,2023,Finalizado,48.1,44,47,2023/05/14 15:30,Desktop,3,
R00009217,S20230072,A00452,2023,Finalizado,73.6,68,39,28/10/2023 15:00,Celular,,Aldeota
R00009218,S20230072,A00197,2023,Finalizado,91.6,86,35,2023-05-08 16:15,Papel,1,Aldeota
R00009219,S20230072,A00753,2023,Finalizado,68.6,59,56,2023-11-06 11:00,Tablet,3,Aldeota
R00009220,S20230072,A00557,2023,Ausente,,,,2023-04-19 12:30,Papel,1,Aldeota
R00009221,S20230072,A00480,2023,Finalizado,35.7,31,7,2023-04-08 16:45,,3,Centro
R00009222,S20230072,A00740,2023,Finalizado,66.7,58,36,2023-11-13 10:30,Papel,1,online
R00009223,S20230072,A00077,2023,Ausente,,,,2023-06-03 18:45,Celular,1,
R00009224,S20230072,A00606,2023,Finalizado,85.7,75,59,2023-08-25 10:30,Tablet,3,
R00009225,S20230072,A00601,2023,Finalizado,52.4,50,33,2023-09-09 19:00,desktop,1,Online
R00009226,S20230072,A00737,2023,Finalizado,50.8,46,44,2023-04-07 11:45,,,
R00009227,S20230072,A00370,2023,Finalizado,35.1,32,38,2023-04-02 13:45,,1,Online
R00009228,S20230072,A00250,2023,Finalizado,36.5,33,49,2023-07-12 17:00,,1,Centro
R00009229,S20230072,A00182,2023,Finalizado,74.2,66,46,2023-05-10 08:00,Desktop,1,Online
R00009230,S20230072,A00188,2023,Finalizado,32.1,29,32,2023-06-15 13:00,Tablet,1,Online
R00009231,S20230072,A00790,2023,Ausente,,,,06-06-2023 16:45,desktop,,
R00009232,S20230072,A00748,2023,Finalizado,62.5,56,21,2023-05-19 13:30,,3,Aldeota
